day,sales_for_model,tv_print_spend,digital_social_spend,email_crm_spend,trade_promo_spend
2011-01-07,19614.959966620874,2839.0464005801896,1507.4945491389735,801.0435374584979,1244.9989129362282
2011-01-09,20773.11499046706,2617.468827243779,2052.82172300768,1559.5251869506947,1328.429078503793
2011-01-10,20841.692254590947,2647.5890564621627,3537.932759277015,1704.4517502143922,1330.3531106419878
2011-01-11,20716.543497836978,3250.4881255089745,3188.177205818059,1891.0545017648785,1841.1853349732858
2011-01-12,19657.859868992644,3086.6832503682126,2389.5278159357963,1541.664239864642,2021.742204434709
2011-01-13,20841.615669654617,3069.201020410554,2237.561283500599,2616.8939395456628,2752.5218341005043
2011-01-14,20431.57627189472,3024.6768524057366,3074.6925074949622,2749.2808845201944,2602.5254603542994
2011-01-16,21220.47092875672,4105.676053008452,2122.7316093520813,1608.5417554393591,2460.923942343866
2011-01-17,21893.305724022062,2347.2946712096236,2496.2536313656205,3166.0624051618156,3158.609001231308
2011-01-18,20730.812054988866,2221.110676114535,3125.516523649105,4250.7421162913315,814.1981670323478
2011-01-19,21604.876091219383,1973.9761480058037,3550.9260290875695,3033.1437360826744,3378.244255492752
2011-01-20,20306.39110085157,2776.1549279546944,2966.162201648034,2737.7003727062233,265.7550612840491
2011-01-21,20028.108036433863,2988.269314965917,1010.8487838146908,2944.251254810865,1634.660972636124
2011-01-23,21486.46792427961,2188.919430950268,2304.864305417311,3571.2646331884666,2942.203494049811
2011-01-24,20369.82198534433,1717.4144390792196,1947.1375086590804,1768.16816533446,2641.3191296142018
2011-01-25,21360.58672766908,1662.312017529596,1865.7188471705194,3244.6252951551724,1452.3928986603685
2011-01-26,20302.76508974819,2340.7119596263096,2088.9608171167215,2792.7894536505537,1427.693187036297
2011-01-27,21057.14396068986,2291.8026006978835,636.5092217435322,4462.131109478011,1957.8639408570143
2011-01-28,20129.155099078933,2104.355447913467,1005.970858613133,2859.0658952034714,1088.603367880653
2011-01-30,20914.72415307183,1478.9333190295833,1254.0356435816977,4119.712683147427,1715.7308833962418
2011-01-31,19466.591084112428,1795.774742280542,638.6109788821348,2033.4807915367805,1054.3863847833504
2011-02-01,20237.0453420864,1670.1627871361443,1469.8540202127417,3089.9382840806597,1223.6797023273364
2011-02-02,20152.00490390225,1636.1488951987938,1249.9623124351576,2772.6694114710317,1771.5518766896878
2011-02-03,19650.736089198275,1806.49435171237,1533.7005580284076,1902.7920545207696,1544.0434216152669
2011-02-04,20333.269533191957,1498.693808212187,1227.346860763891,2388.609026197359,1341.134356773303
2011-02-06,20843.461560347037,1590.6815925894955,1966.73145060628,2787.9277360630776,2059.849931769287
2011-02-07,20747.536365835305,1327.4141690973138,2361.3122930934073,1829.6627624016614,2427.857609887427
2011-02-08,20866.255162753718,1347.0515845820585,2230.9059222698675,1064.3485619812272,1814.2038234666759
2011-02-09,21279.904227917603,1404.368358708627,2494.0380166314167,1696.436347064203,2809.673176946786
2011-02-10,20193.12293646866,747.4627308879709,2769.887092363779,1217.2332071268618,2581.8809435573776
2011-02-11,20727.90733635074,1053.6056909904894,2204.93572285898,1327.0925663983085,3992.6014087984727
2011-02-13,20301.895425692077,989.3640582488764,2886.362014069748,1317.5152108349769,3241.7410944091453
2011-02-14,20441.406751720067,927.9143993246554,3020.60274077152,719.9573150619414,2867.097025348959
2011-02-15,20306.251808281664,1019.2592986615958,3544.9595723928032,705.808774020266,2793.084327249989
2011-02-16,21818.114080977102,1500.2841375976534,4094.528942572567,1269.8793180354878,2730.89847673529
2011-02-17,20393.988893946225,859.6202420895879,2397.865765124723,959.8391582809189,2613.509755009536
2011-02-18,20046.999468532784,1378.089758800084,3091.0692523186613,393.7553966037742,1450.1482610985609
2011-02-20,21225.11074882516,654.2159438081412,4206.142663090521,1331.886898981354,1202.247903928556
2011-02-21,19029.415531994724,1059.7363087298404,2363.1358385680337,1230.5868408156814,1749.3097147842075
2011-02-22,18864.563215301932,1239.4874574022035,2144.6197269734503,996.4643135968032,1070.8824816294416
2011-02-23,20362.09440820921,1413.215804689427,2595.2052435503015,868.5233645043911,718.657318013367
2011-02-24,20354.920427721994,1508.7670708768003,2696.892941849594,1687.8811718901452,1262.0890018988164
2011-02-25,20235.4456532395,1601.0161452280527,1987.5492698786265,1647.4995776357978,1408.6169868826894
2011-02-27,19658.718719056793,1275.5464401486622,2329.1512676794428,2632.082363902212,914.1586883120652
2011-02-28,20187.174179292688,1295.3650254915754,1867.8620536362796,1985.37060315265,1873.2790470852285
2011-03-01,21382.0749856299,1867.2979028081095,1650.0880309238978,2142.93768466885,2495.633722844861
2011-03-02,20661.972245740246,1538.2203318415707,1402.9581770033317,2028.9043428368711,2688.7802847174635
2011-03-03,20711.160240494657,1156.5427233704868,1823.5040835554432,2750.863844526721,3231.881031407759
2011-03-04,19932.981725971564,1279.1795576459308,1071.2700069432635,2834.77538409587,1994.593188785964
2011-03-06,20269.71466551472,1444.1991610658922,580.673101515104,3434.153768006073,3551.723559446652
2011-03-07,19583.56399178664,2213.3586721316005,1757.124570054177,2411.628248161792,3134.6820161945575
2011-03-08,20611.415891324996,2138.0639098203546,1237.4092301300946,2602.740211348024,2986.2476150454886
2011-03-09,21331.05205480385,2535.5412486047235,1628.8230380967707,2689.5118597105848,4011.5318444689397
2011-03-10,20628.93168721594,2019.7156994243228,2404.166650226415,3802.4111944553433,4240.945337242544
2011-03-11,20889.835513970374,2454.3750210503376,1235.8285646100805,4503.220388594119,4084.281327562991
2011-03-13,20287.441685035647,2845.1066608246815,1597.4503618155738,2972.126906835688,3310.3208929847783
2011-03-14,20070.992476915297,2361.2298961531287,1551.935998560773,3053.8516082967926,2084.3553040588863
2011-03-15,21071.316423438933,2960.016368082128,2274.0684400611694,3724.2822645591605,1967.6801465493647
2011-03-16,20138.078625791226,2296.744264638692,3397.1232927557776,3252.9259339652026,1810.211914634706
2011-03-17,21800.531809355372,2586.892069377051,3672.1094463140876,4276.836537789119,1343.1609746655095
2011-03-18,21142.90901042839,2654.7858332356886,3619.574538028079,1494.5367137948913,1222.187511280265
2011-03-20,20405.765508712953,2117.725437544051,2245.002251898905,2666.744420413861,1411.9770214072341
2011-03-21,19178.54147846395,3480.137017822462,1477.7292947417784,2639.697720831547,1249.1391456270032
2011-03-22,20201.62417991639,2806.068662382677,3512.158763889182,1335.9688921429208,1199.1375021282483
2011-03-23,21526.903801724886,3260.5957987516103,2976.4070746341963,2325.4525689265374,1567.515313126308
2011-03-24,19946.19300312471,3714.384310567065,3601.4275545120113,2259.523181167511,2419.610726561607
2011-03-25,21270.57969714695,3751.719736098936,3574.1533539208467,2643.529590342953,2456.5345762856805
2011-03-27,20953.951334355967,3997.4782473601026,2911.9013579690413,3358.5480801457993,3052.0653025657707
2011-03-28,21770.737020896322,3387.1724039560777,3051.5920379122012,2314.135756920871,3653.707006196467
2011-03-29,20501.056036967937,3139.1174601092207,2434.501360759094,1707.28301616855,3058.5877067918345
2011-03-30,21378.583304301334,3470.3870821826313,2313.8055017216416,2105.1160642040145,4192.472150964306
2011-03-31,20997.284002724347,2060.2700667419504,1482.4029208290524,2493.3685815117046,3906.209918148253
2011-04-01,21105.576362205808,2283.539656879317,1513.2508285740737,1377.9836142101515,2418.1676780653843
2011-04-03,20483.52875841964,2399.1334798151943,1478.809146277677,1298.4494218571235,4519.580220968444
2011-04-04,20591.814067791318,2689.5044365305776,1547.4482889812818,1770.679183374503,2673.7908457155813
2011-04-05,19364.84220462133,3930.006336746776,1095.4439433773755,1363.3043917851858,1598.709402201357
2011-04-06,20711.89616930578,2750.3090265848464,1363.7280029609992,1571.064133573082,1747.4358530476934
2011-04-07,19605.76432264212,3195.6366874983573,1175.7608312395382,1278.2815913715085,1493.9805679268159
2011-04-08,20062.288421202516,4631.237202703698,1331.380409280585,1453.177796175223,1705.5690129770314
2011-04-10,20081.927678459768,3147.049664529572,1856.9243670697952,900.0891604135318,1331.5413332338637
2011-04-11,19140.428997409068,4034.570304564149,878.1971377579083,1213.6794621333845,1161.5603894431324
2011-04-12,20029.246201503134,2569.109559164186,1350.6173740172035,1179.9774861796534,1405.2067979196404
2011-04-13,20439.344143036644,3120.689753636028,1428.634959797546,903.8855489338367,1389.0982035745108
2011-04-14,19891.18591139958,2456.6630865632546,1062.6541857529442,837.9323490788132,1569.040937188656
2011-04-15,19744.99922748562,2881.632271247812,2348.2062567961993,1728.0487352128398,1899.1902197857098
2011-04-17,21096.906513513153,3714.9435507892886,3664.6065582267347,1455.3933104391456,2378.873681218424
2011-04-18,20738.99765950305,1697.1030572940604,3077.7278325158873,1290.8139749821266,1153.579661616405
2011-04-19,20273.81786994338,3214.9023882121214,3671.299352303189,1842.8399757665027,2562.9319611203236
2011-04-20,20948.435852838906,2976.56207746144,4619.381454247164,2634.7392719361524,1441.6567121743594
2011-04-21,21931.95522760907,2312.9842485892855,4933.714385569627,959.1072664126195,3484.1396177181286
2011-04-26,21250.68954149945,1673.680069429754,3650.818406307749,1510.4822630811996,3641.373780327435
2011-04-27,22228.92658350441,2570.314429429455,4902.060696475766,1998.4139462629732,4702.97002547875
2011-04-28,22911.06110645509,2106.2056270362687,3631.4699737567917,3796.1675832103174,4790.341200100352
2011-05-01,21558.348845491433,2465.860145200416,2674.0298556602847,3166.886294430405,3724.3022898505924
2011-05-03,21600.631562028953,2245.9703161507096,2697.5046343943463,3726.2581364546227,2883.2172113575975
2011-05-04,22191.68819261543,2995.02164116362,1838.8975840646126,2347.062965840231,3330.1151185359595
2011-05-05,20449.255144711908,1923.15887020239,2060.4515925602977,2465.3780248569465,2256.03160981857
2011-05-06,20480.287725005204,1454.9669790883415,2157.3226740833247,3942.9858941857856,2217.6676528771627
2011-05-08,21259.567406113016,1952.1477962502813,2517.9224725545687,3700.657644282316,2324.3582152812473
2011-05-09,21236.901553452484,1883.8250117541318,2638.295931618614,4237.2083618082,1352.7188807518419
2011-05-10,20159.683980758582,2287.726759014961,1064.6025091736237,3602.6278699065774,1644.4514648050163
2011-05-11,20131.39404164122,1975.9846317191766,1597.0732575110271,4072.9820900595732,1491.347684965973
2011-05-12,21434.598619243036,1707.575913896722,988.9587738714155,3960.6812828319376,990.8830014445364
2011-05-13,20944.680133661786,2058.3967569784672,1432.454305948005,4521.698464925516,1797.902421416494
2011-05-15,20220.942348321645,1021.3651709571322,1246.8659212816422,4488.934663648161,1991.701608199883
2011-05-16,20337.746486004326,1181.7226252583155,738.9208835050982,2177.9638101483597,2079.606515487688
2011-05-17,20009.06329671057,1050.955980339968,1845.442794305454,1560.7859018168328,1952.490824990835
2011-05-18,20552.75364300719,1206.5821805509186,1432.9509838994568,4304.626234049012,2208.4952689491324
2011-05-19,21100.205859186302,861.8781092745888,1667.8823792840817,4285.5809472204155,2762.7912038490076
2011-05-20,20002.471306091968,1506.4026655048713,1608.4385493806108,2346.679880124412,3990.8057569341445
2011-05-22,20538.97900675635,1222.515707267374,2080.501857704382,1596.690287193286,2853.510173752463
2011-05-23,22225.572272702677,820.4912004138811,3083.33967845034,2878.489715484982,4298.790249587022
2011-05-24,21231.62254815436,977.1326863246916,2929.2463443147276,3240.0591056946328,2675.1067657882813
2011-05-25,21371.31028581666,1434.7331282580938,3615.2674775058276,3545.9058388277804,3570.302282193407
2011-05-26,21199.77266487138,1644.953111217633,3893.1153380836236,2559.6388464905817,3631.3969263329486
2011-05-27,21845.58436462119,2096.049113456608,4989.509944182949,1899.3445701870896,5184.964391595148
2011-05-29,20713.950158611948,2497.0684771130277,3542.4056765622877,1499.7869198763992,1863.841233843714
2011-05-31,20521.65746455315,1654.7212685901654,2481.488219326683,1786.6636548981785,3344.2314261740557
2011-06-01,21668.243933018515,1175.5469732257684,4974.249453841288,1525.7268758669618,2139.236198474333
2011-06-02,19625.914866759093,762.1328625392748,3533.455076305721,1146.584412327699,1909.6996540130037
2011-06-03,21703.589141148408,1823.5647154088776,4751.644869016516,2187.029445596266,1529.7421812640707
2011-06-05,20653.13613690975,1428.5658429364503,3861.592660972148,1996.6036955147963,1498.3710704990415
2011-06-06,20722.098758050626,1687.3475329775088,3178.0336870898677,1721.5611951531678,1282.4284258350606
2011-06-07,19959.441819052157,1675.6017409476613,3276.9638678736737,1022.3667644233723,1968.7011668262342
2011-06-08,21571.569895753393,2005.6139299787008,4051.2833819937287,1630.1050188241202,1478.9979032400813
2011-06-09,21725.788169784446,2765.488923837393,3688.2504918483437,1606.9459941197993,2553.5876193345116
2011-06-10,20886.548886288798,2382.0478379934566,2180.51200188543,1615.535250057912,1993.603105664129
2011-06-12,19807.16176749145,2308.2133754084757,1960.4107169584922,2033.4362368341588,2750.1368122523368
2011-06-13,20869.08211267384,1865.5356112077366,2114.3434296190057,1932.938249985392,2341.4746414542356
2011-06-14,20655.18033113386,1530.4172220684452,1181.63063291811,2142.674613349684,3962.5218466184547
2011-06-15,20174.76941931517,2414.56339151653,1506.8652438793008,2280.3932322154546,5221.52028916243
2011-06-16,20727.82854670872,2826.4177794333837,1341.2080100604437,2324.376827898781,3928.828544980294
2011-06-17,20921.650869786816,4297.733576678913,1485.879256674113,1290.4189307178947,3853.878753523335
2011-06-19,20865.08632696614,3195.262950861295,1166.599787054646,2577.1324809850844,2865.5778333667517
2011-06-20,20810.18316172607,3994.0767260475195,984.1439088958568,2345.616377130606,3555.246800743748
2011-06-21,20288.382050967022,2901.4268637718756,890.6077726566849,1989.1746724037084,2087.7671459258563
2011-06-22,21702.143431656514,2407.239154795252,1520.3422745215123,4434.968927961354,2388.3666778748034
2011-06-23,21996.151997471912,2671.7954127035555,2127.6237518453013,4743.376010735788,2835.6303547634534
2011-06-24,20133.638127269776,2961.510959961641,2515.633674710003,4676.023164294452,3025.4364894793434
2011-06-26,22366.67471803175,5680.521529200685,4494.919768159101,3886.3848549933277,3249.684891434824
2011-06-27,21882.566048159882,3013.042237066175,4248.768016602395,5080.605050150214,1382.7203278942159
2011-06-28,20629.68512089357,4679.845529017025,2734.06666301785,3933.459179464096,1953.203711693056
2011-06-29,21790.16531989702,3049.6308056361263,4161.814907356221,4225.133006980847,1462.5273972076038
2011-06-30,22130.800122977686,4932.571065696033,3596.4691303704044,2975.509173192234,1395.3797736600466
2011-07-01,21440.102919783676,4444.893627676615,3823.3500722124813,4552.140141583035,1824.7875917736937
2011-07-03,22215.012324981668,3939.4237201610113,4351.993490972234,4221.713380892673,1980.4963397131166
2011-07-04,21481.125691443354,4094.240603294706,4771.290058948436,2797.099111611966,2397.5256687697197
2011-07-05,21465.4058494343,3482.101415045766,3692.490808800891,4055.7761706770207,2477.9320406782085
2011-07-06,23042.9057989913,4647.994637364341,4903.272368189495,3960.510906005773,2075.0256047487014
2011-07-07,21548.087460334904,3713.5921082170453,2611.8584889373415,5721.361245436051,2200.8777161926932
2011-07-08,22417.73926994206,2905.6707281579047,3398.0924617093724,4685.501063540989,4541.9958345344
2011-07-10,21444.33759865812,2843.7673606606786,5110.8683016786545,3700.0746208630235,3836.031027764884
2011-07-11,22754.231002985063,4338.451658087561,2943.769028635099,3750.2499995994895,3585.766519282968
2011-07-12,22510.36570084486,5760.254643574558,3365.694553561622,3393.273016608844,4182.26603420045
2011-07-13,21520.0746348622,4255.353372725634,2233.5209466136607,3008.969887177661,4799.73483354882
2011-07-14,21448.93179838996,3924.7221119970504,2199.6493977479117,2170.2154597389986,3889.453216537079
2011-07-15,20226.828944683573,4274.238866310563,1679.1553145236132,2672.241995859211,2803.208709391507
2011-07-17,21665.073612631222,5207.277819345852,1477.1268060903676,2098.1307214290887,3833.1798612012167
2011-07-18,20442.860207149217,4065.6866661648996,1165.8542680832923,1640.1277216879332,3491.920849413532
2011-07-19,20530.73329721871,3387.9392237822995,1577.4597642190763,2482.6968169421884,2363.8922352908658
2011-07-20,20342.57057734539,4711.50478169023,1159.6176953864958,2228.035664850495,2204.6647910615034
2011-07-21,20099.1699017737,3985.4529485629105,1858.1577197700358,1037.005295716567,2022.8105159112747
2011-07-22,21138.495717975537,4848.038634594558,2260.563815256813,1685.3045397346334,1844.1338846990425
2011-07-24,20760.159842583085,3557.629007703391,2204.4622532841104,2030.7400248629383,1692.3195485284953
2011-07-25,20761.634396182562,2287.382267509271,2140.124762229005,1946.2310437356864,1873.0933875201367
2011-07-26,20707.712481069375,2097.517526697143,2918.36317242306,1858.2482393649448,2158.496179915743
2011-07-27,21040.713493278967,4346.69223403383,2723.377995095859,1462.1261109412396,1657.5829669573343
2011-07-28,21244.772497338225,4241.163418228318,4046.0144714746925,1141.200396737818,3192.308524021817
2011-07-29,21380.457063478403,2722.2438429852427,1945.3823863184964,1075.886061486841,2093.3088151565667
2011-07-31,20291.726469886333,2474.112125184346,3538.9582735439158,1666.2806076899474,2879.023948227044
2011-08-01,21863.879885409166,3581.328210517537,2054.1581938058407,1774.8756138967256,5243.354630528408
2011-08-02,21968.81573353239,1816.2211074594702,2665.33653384295,2293.667648075623,5104.24983560524
2011-08-03,22166.97204336077,1864.5372980984946,5839.0956892358,2389.5075597114046,5979.431007539364
2011-08-04,23184.106120481618,2664.55754155103,5359.391483541839,1967.9295588863056,4066.4032654195216
2011-08-05,21504.67740255173,1976.5295613378887,3550.8499304413676,1526.2186793559297,3011.472182210802
2011-08-07,21504.12220249819,2092.248841935198,2627.2721387681104,2218.4750689135076,3734.212017739448
2011-08-08,20577.99996969616,1920.5105688491733,1040.71515492018,2760.016282576264,3708.5851481049913
2011-08-09,21147.824822444214,2077.4068273104435,3263.362532350888,2689.1804116473077,3256.9692550316895
2011-08-10,22063.83492686167,2481.752438940868,5600.369899326835,2609.1351863062728,3524.354715655614
2011-08-11,21467.77941076216,1803.0405012539663,3517.8997382805924,3472.334293298786,2106.6016350058644
2011-08-12,21520.691840730822,1971.644332351707,2446.4503893428696,3038.2689097317752,2115.5002677913835
2011-08-14,20701.924820033302,800.2654265155701,2813.4775899635524,3099.2972404559628,1255.665456148753
2011-08-15,20107.657757604225,1574.5396639733297,1352.4692396182602,4163.56690693738,1683.7762634281223
2011-08-16,20918.223659274197,1227.4781746771655,1807.8483398575925,3625.9556162124723,1497.6489435272567
2011-08-17,21098.63639057307,1061.2077585781765,1782.619658315948,4432.910577859268,1316.1304753958716
2011-08-18,21031.14449384628,1176.1093943601416,1554.278574616738,4594.124849457613,1762.1254744335654
2011-08-19,20905.54118962211,1372.4903003642496,1806.8139265114196,3143.7064855164895,2128.996249262346
2011-08-21,20669.61957852947,1841.4176366111142,1633.8823068315355,3925.623154671817,2484.2996108903503
2011-08-22,21238.940216939554,1008.7911492101139,1839.7224558913222,6115.878104726544,4515.632182024356
2011-08-23,20270.601002048963,1542.0714066156258,1425.3529994766805,3195.5401314873875,3496.3410920775027
2011-08-24,19965.68267513525,1372.5316257308486,2367.149704450983,2108.477569697609,3743.0903037711782
2011-08-25,20903.532890384147,1471.4053573816254,3097.0322018661104,2363.5329687663784,2043.638254287327
2011-08-26,21202.262206680436,2068.1341829364073,1902.056200717583,4367.223042731873,3483.7275867678954
2011-08-28,21237.201899148415,1944.5462588224123,2216.4588999256134,4254.700144253061,4240.0356560391665
2011-08-30,20567.269686679614,2379.775065382156,4263.986360220513,3963.1396412741183,3684.562299398615
2011-08-31,21712.403956052298,1789.7910219599712,3368.009433833968,5112.477093129959,5679.129922635034
2011-09-01,22162.942265962418,1609.2341871780588,5205.929300657993,1241.4904531345446,3721.9094104351993
2011-09-02,21609.29467602282,1928.1137299452873,3672.553735953829,3897.449892593537,4577.304052987165
2011-09-04,22849.894222093197,2273.7656998502866,5933.5617923843665,4643.793968174291,3047.843981054173
2011-09-05,20835.70214976455,2351.1079001623734,4654.814220541147,2245.2793715437942,2568.0059232172616
2011-09-06,22249.531334078998,1724.19953621583,4885.092026866473,2635.1603432046973,2086.9966469130995
2011-09-07,21935.1179342821,2540.569774880254,6389.982925356875,2190.80283436863,1812.9903795793184
2011-09-08,21421.479279720224,2756.4246478529985,4110.783485365961,1935.5133950516606,2296.7753946126822
2011-09-09,22147.55734623882,4455.512526374194,3343.0599254939957,2110.920158725704,647.0918067233115
2011-09-11,22047.95825503028,4208.024947918884,3690.8527572168546,2875.846891972067,809.4333042691763
2011-09-12,21226.029975629972,2356.6942943528875,4326.342265951418,2860.3425462579376,1589.4955814401544
2011-09-13,20232.588227532116,2903.6086928746295,2175.534081671683,1670.3761020280667,2185.836233002796
2011-09-14,21182.70928132324,2068.084882160887,3753.3026843492053,2528.877706110213,3054.327107674578
2011-09-15,21146.795028349494,2892.3377232160474,2502.2377011024046,1645.519950107572,3444.8296016888744
2011-09-16,21360.01559230327,3802.2529158035795,3289.3589269853996,2271.8545864667562,3218.209641201237
2011-09-18,20693.795206903502,4753.63575323407,902.2093529674368,1523.1171677584348,5017.84777557038
2011-09-19,21741.435679153878,3089.0967099219733,1592.6599256844513,1623.4040113085894,5477.538811986365
2011-09-20,20673.47120126176,3261.1439793544787,1026.6551923298318,1764.30450866016,4808.132420584666
2011-09-21,22297.65920850008,1859.638392068177,1298.2167854778793,3038.220005396702,5829.857355561041
2011-09-22,21243.699153318335,3957.791504906007,1670.9630843699529,2182.2943997694465,4970.284954932262
2011-09-23,21542.81346135199,3106.3608392766923,1519.5621245075044,1592.0706094752488,3836.869350140338
2011-09-25,21401.067729025686,3754.291793716152,1580.8492211385314,2601.687005645798,4871.443654287498
2011-09-26,21393.19061231411,3448.346989966314,1785.8461247589714,2071.118855830331,3839.7807084846954
2011-09-27,20743.061937248043,4391.721503398038,2205.5787384030846,2175.2326344865164,3269.573277708551
2011-09-28,20650.136818461935,2561.8330179368972,1789.6448340213478,3307.3842628937055,3815.509223366357
2011-09-29,21192.67052797121,2933.8521945814205,3209.6976743918262,2944.826920794752,907.3659882977121
2011-09-30,22412.881563284278,7180.962509830062,3597.435261874725,3374.700821484732,1274.5224470177084
2011-10-02,21397.009451670318,3207.2920045251385,3782.5637390231705,3400.882524159216,1208.3984687254238
2011-10-03,21137.893237780427,3456.465360867355,4331.110446420358,3924.104574173108,1455.0797229867699
2011-10-04,21759.859871782708,6981.503024814877,4428.988041366261,4249.943205140802,1528.6887206909773
2011-10-05,22073.16041705112,8278.696826740135,6635.68229673691,2089.4622529905273,1129.7134292109872
2011-10-06,21234.798499273704,3391.440887108322,4511.700280213377,4950.787527531338,1601.6737790519335
2011-10-07,21954.691157147012,4345.246648323551,4389.640959790465,3331.066246401893,1993.771118315856
2011-10-09,22895.83959643862,5171.537291726308,3910.72055352886,2916.896619526554,4876.434190776443
2011-10-10,22910.754749356056,6778.32080260848,3561.4038640376166,4612.600054822073,5106.489142514924
2011-10-11,20938.078722399292,3533.4107922508797,3238.2997302512154,4870.27149312472,3582.519439306585
2011-10-12,22065.45816981332,4353.887564730943,3519.897950016825,3990.4449370750626,3995.564859834258
2011-10-13,22823.199423594684,5465.478269972623,4207.418504614262,5859.57595067864,3340.541126014592
2011-10-14,23107.9743829616,4994.307596262441,4319.368502651377,3217.4647052915393,2532.402859341213
2011-10-16,21659.242539415212,4008.283636885941,3696.7889729422477,4311.229594038575,4704.39118092687
2011-10-17,21556.79038452743,4190.6457281132825,2662.0846681753137,4033.5066953801675,3525.789891058965
2011-10-18,23018.22882554677,2782.193184244643,3590.422935470952,4564.35144922082,4317.966188222005
2011-10-19,22042.75809419973,3889.7328660670323,3062.8268272154196,4795.847620287361,2408.6547835382066
2011-10-20,21473.441577525366,3758.1969237180288,2181.8950013255344,3233.3929956598367,2869.8222518188204
2011-10-21,21601.350999305225,4138.13891183938,1681.9718418607972,4888.837522264826,3160.758436475814
2011-10-23,21417.530287589434,3264.838513906198,2059.6321431796528,3999.4469387933514,2804.7629661484884
2011-10-24,21071.559416220196,4099.635917798214,1766.1853672398465,1961.0817385816408,2382.1910587872267
2011-10-25,19798.18761475242,4436.778822520333,1048.7042885881708,1783.6647110675094,1239.282561157602
2011-10-26,21254.416881070953,3543.931444757792,1656.123341987371,3253.698770266033,2036.9647331313793
2011-10-27,19979.287919633796,3569.625506574983,1926.619396505997,2864.8587988800414,1327.3539571536176
2011-10-28,20768.233649426118,3192.349238459361,1556.56411507728,2733.2149708133256,2079.7761301973273
2011-10-30,20913.819880549272,3020.5430626694833,2383.3255829210366,2570.6364653096516,2070.0090543709503
2011-10-31,20057.522396865512,2370.3148152431695,1651.9267866880223,2520.539522604343,1622.2291565217047
2011-11-01,21520.371450961138,2984.818285200149,3941.808988388292,2723.5241562580445,2718.6943387198735
2011-11-02,21208.68491520446,2578.9836000664536,4373.098550164936,1473.6149096404895,3783.8877964610656
2011-11-03,20986.393362961808,3846.01521475983,3477.990869674145,1346.8998809100708,4578.864231964298
2011-11-04,21539.308571543024,3359.9231921174837,4443.215132133552,1307.2363750726113,4258.884771508314
2011-11-06,20692.263752951454,2526.1800225815173,1747.9823620754764,1848.9611135582759,6579.394187781927
2011-11-07,21866.93402534304,1782.8676782900525,3318.7010947956464,2207.112890919393,6218.31461734112
2011-11-08,21022.91037100677,1523.056673094928,4514.489263787491,1495.6969906937036,4701.325874540235
2011-11-09,21842.037724222777,2627.465134381883,3659.2250317627386,638.4703248974295,5844.54792784514
2011-11-10,21915.066830543296,2076.0934011335376,5942.789989991371,1014.2523066757398,6928.721283928487
2011-11-11,22782.59068181414,2106.825510346133,7495.688058471757,1474.8517661781564,6399.720801223733
2011-11-13,20482.03715774421,1028.3678921401217,3439.414198950901,1712.6817918804616,2653.9241577826697
2011-11-14,21760.02845430394,2188.945700454986,3691.364102117741,1927.5153338007776,2550.668164611283
